Date,Vegetable,Price
2008-04-27,Asparagus,1.93
2008-04-27,Red Leaf Lettuce,0.25
2008-04-27,Avocados,0.76
2008-04-27,Romaine Lettuce,0.18
2008-04-27,Broccoli Bunches,0.48
2008-04-27,Strawberries,1.18
2008-04-27,Broccoli Crowns,0.53
2008-04-27,Carrots,0.26
2008-04-27,Cauliflower,0.51
2008-04-27,Celery,0.67
2008-04-27,Green Leaf Lettuce,0.24
2008-04-27,Iceberg Lettuce,0.41
2008-04-20,Romaine Lettuce,0.19
2008-04-20,Strawberries,1.15
2008-04-20,Broccoli Bunches,0.71
2008-04-20,Broccoli Crowns,0.8
2008-04-20,Carrots,0.26
2008-04-20,Cauliflower,0.74
2008-04-20,Celery,0.36
2008-04-20,Green Leaf Lettuce,0.22
2008-04-20,Iceberg Lettuce,0.37
2008-04-20,Oranges,0.08
2008-04-20,Potatoes,1.25
2008-04-20,Asparagus,1.88
2008-04-20,Red Leaf Lettuce,0.24
2008-04-20,Avocados,0.76
2008-04-13,Cauliflower,0.65
2008-04-13,Celery,0.28
2008-04-13,Green Leaf Lettuce,0.25
2008-04-13,Iceberg Lettuce,0.36
2008-04-13,Oranges,0.08
2008-04-13,Potatoes,1.22
2008-04-13,Asparagus,1.47
2008-04-13,Red Leaf Lettuce,0.25
2008-04-13,Avocados,0.74
2008-04-13,Romaine Lettuce,0.21
2008-04-13,Broccoli Bunches,0.66
2008-04-13,Strawberries,0.95
2008-04-13,Broccoli Crowns,0.74
2008-04-13,Carrots,0.26
2008-04-06,Iceberg Lettuce,0.45
2008-04-06,Oranges,0.08
2008-04-06,Potatoes,1.23
2008-04-06,Asparagus,1.21
2008-04-06,Red Leaf Lettuce,0.25
2008-04-06,Avocados,0.72
2008-04-06,Romaine Lettuce,0.22
2008-04-06,Broccoli Bunches,0.56
2008-04-06,Strawberries,0.77
2008-04-06,Broccoli Crowns,0.68
2008-04-06,Carrots,0.26
2008-04-06,Cauliflower,0.57
2008-04-06,Celery,0.25
2008-04-06,Green Leaf Lettuce,0.25
2008-03-30,Avocados,0.73
2008-03-30,Romaine Lettuce,0.16
2008-03-30,Broccoli Bunches,0.43
2008-03-30,Strawberries,0.86
2008-03-30,Broccoli Crowns,0.57
2008-03-30,Carrots,0.26
2008-03-30,Cauliflower,0.42
2008-03-30,Celery,0.25
2008-03-30,Green Leaf Lettuce,0.2
2008-03-30,Iceberg Lettuce,0.34
2008-03-30,Oranges,0.08
2008-03-30,Potatoes,1.22
2008-03-30,Asparagus,1
2008-03-30,Red Leaf Lettuce,0.2
2008-03-23,Carrots,0.26
2008-03-23,Cauliflower,0.31
2008-03-23,Celery,0.25
2008-03-23,Green Leaf Lettuce,0.19
2008-03-23,Iceberg Lettuce,0.27
2008-03-23,Oranges,0.08
2008-03-23,Potatoes,1.23
2008-03-23,Asparagus,1.12
2008-03-23,Red Leaf Lettuce,0.2
2008-03-23,Avocados,0.74
2008-03-23,Romaine Lettuce,0.15
2008-03-23,Broccoli Bunches,0.33
2008-03-23,Strawberries,1.01
2008-03-23,Broccoli Crowns,0.49
2008-03-16,Iceberg Lettuce,0.26
2008-03-16,Oranges,0.08
2008-03-16,Potatoes,1.24
2008-03-16,Asparagus,1.28
2008-03-16,Red Leaf Lettuce,0.21
2008-03-16,Avocados,0.73
2008-03-16,Romaine Lettuce,0.16
2008-03-16,Broccoli Bunches,0.41
2008-03-16,Strawberries,1.5
2008-03-16,Broccoli Crowns,0.58
2008-03-16,Carrots,0.26
2008-03-16,Cauliflower,0.47
2008-03-16,Celery,0.31
2008-03-16,Green Leaf Lettuce,0.2
2008-03-09,Asparagus,1.23
2008-03-09,Red Leaf Lettuce,0.25
2008-03-09,Avocados,0.71
2008-03-09,Romaine Lettuce,0.18
2008-03-09,Broccoli Bunches,0.39
2008-03-09,Strawberries,1.69
2008-03-09,Broccoli Crowns,0.58
2008-03-09,Carrots,0.26
2008-03-09,Cauliflower,0.45
2008-03-09,Celery,0.33
2008-03-09,Green Leaf Lettuce,0.22
2008-03-09,Iceberg Lettuce,0.31
2008-03-09,Oranges,0.08
2008-03-09,Potatoes,1.24
2008-03-02,Potatoes,1.22
2008-03-02,Red Leaf Lettuce,0.26
2008-03-02,Romaine Lettuce,0.21
2008-03-02,Strawberries,1.61
2008-03-02,Carrots,0.26
2008-03-02,Cauliflower,0.35
2008-03-02,Celery,0.31
2008-03-02,Green Leaf Lettuce,0.24
2008-03-02,Iceberg Lettuce,0.3
2008-03-02,Oranges,0.08
2008-03-02,Avocados,0.74
2008-03-02,Broccoli Bunches,0.25
2008-03-02,Broccoli Crowns,0.32
2008-02-24,Celery,0.34
2008-02-24,Green Leaf Lettuce,0.25
2008-02-24,Iceberg Lettuce,0.32
2008-02-24,Oranges,0.08
2008-02-24,Potatoes,1.23
2008-02-24,Red Leaf Lettuce,0.27
2008-02-24,Avocados,0.73
2008-02-24,Romaine Lettuce,0.24
2008-02-24,Broccoli Bunches,0.23
2008-02-24,Strawberries,1.61
2008-02-24,Broccoli Crowns,0.28
2008-02-24,Carrots,0.26
2008-02-24,Cauliflower,0.3
2008-02-17,Iceberg Lettuce,0.25
2008-02-17,Oranges,0.08
2008-02-17,Potatoes,1.24
2008-02-17,Red Leaf Lettuce,0.26
2008-02-17,Avocados,0.72
2008-02-17,Romaine Lettuce,0.24
2008-02-17,Broccoli Bunches,0.24
2008-02-17,Strawberries,1.61
2008-02-17,Broccoli Crowns,0.29
2008-02-17,Carrots,0.26
2008-02-17,Cauliflower,0.26
2008-02-17,Celery,0.34
2008-02-17,Green Leaf Lettuce,0.22
2008-02-10,Red Leaf Lettuce,0.27
2008-02-10,Avocados,0.7
2008-02-10,Romaine Lettuce,0.25
2008-02-10,Broccoli Bunches,0.29
2008-02-10,Strawberries,1.83
2008-02-10,Broccoli Crowns,0.3
2008-02-10,Carrots,0.26
2008-02-10,Cauliflower,0.27
2008-02-10,Celery,0.32
2008-02-10,Green Leaf Lettuce,0.23
2008-02-10,Iceberg Lettuce,0.23
2008-02-10,Oranges,0.08
2008-02-10,Potatoes,1.24
2008-02-03,Broccoli Bunches,0.31
2008-02-03,Strawberries,2.89
2008-02-03,Broccoli Crowns,0.4
2008-02-03,Carrots,0.26
2008-02-03,Cauliflower,0.28
2008-02-03,Celery,0.32
2008-02-03,Green Leaf Lettuce,0.23
2008-02-03,Iceberg Lettuce,0.24
2008-02-03,Oranges,0.08
2008-02-03,Potatoes,1.23
2008-02-03,Red Leaf Lettuce,0.26
2008-02-03,Avocados,0.7
2008-02-03,Romaine Lettuce,0.24
2008-01-27,Cauliflower,0.39
2008-01-27,Celery,0.36
2008-01-27,Green Leaf Lettuce,0.22
2008-01-27,Iceberg Lettuce,0.28
2008-01-27,Oranges,0.08
2008-01-27,Potatoes,1.25
2008-01-27,Red Leaf Lettuce,0.29
2008-01-27,Avocados,0.73
2008-01-27,Romaine Lettuce,0.22
2008-01-27,Broccoli Bunches,0.46
2008-01-27,Strawberries,3.05
2008-01-27,Broccoli Crowns,0.54
2008-01-27,Carrots,0.26
2008-01-20,Green Leaf Lettuce,0.27
2008-01-20,Iceberg Lettuce,0.35
2008-01-20,Oranges,0.08
2008-01-20,Potatoes,1.24
2008-01-20,Red Leaf Lettuce,0.34
2008-01-20,Avocados,0.74
2008-01-20,Romaine Lettuce,0.24
2008-01-20,Broccoli Bunches,0.48
2008-01-20,Strawberries,3.41
2008-01-20,Broccoli Crowns,0.57
2008-01-20,Carrots,0.26
2008-01-20,Cauliflower,0.46
2008-01-20,Celery,0.36
2008-01-13,Oranges,0.08
2008-01-13,Potatoes,1.24
2008-01-13,Red Leaf Lettuce,0.41
2008-01-13,Romaine Lettuce,0.25
2008-01-13,Broccoli Bunches,0.39
2008-01-13,Strawberries,3.19
2008-01-13,Broccoli Crowns,0.46
2008-01-13,Carrots,0.26
2008-01-13,Cauliflower,0.37
2008-01-13,Celery,0.43
2008-01-13,Green Leaf Lettuce,0.34
2008-01-13,Iceberg Lettuce,0.3
2008-01-06,Strawberries,3.3
2008-01-06,Red Leaf Lettuce,0.47
2008-01-06,Romaine Lettuce,0.34
2008-01-06,Broccoli Bunches,0.63
2008-01-06,Broccoli Crowns,0.75
2008-01-06,Carrots,0.26
2008-01-06,Cauliflower,0.63
2008-01-06,Celery,0.57
2008-01-06,Green Leaf Lettuce,0.45
2008-01-06,Iceberg Lettuce,0.4
2008-01-06,Oranges,0.08
2008-01-06,Potatoes,1.2
2007-12-30,Broccoli Bunches,0.59
2007-12-30,Strawberries,2.61
2007-12-30,Broccoli Crowns,0.76
2007-12-30,Tomatoes,0.85
2007-12-30,Carrots,0.26
2007-12-30,Cauliflower,0.76
2007-12-30,Celery,0.46
2007-12-30,Green Leaf Lettuce,0.31
2007-12-30,Iceberg Lettuce,0.35
2007-12-30,Oranges,0.09
2007-12-30,Potatoes,1.18
2007-12-30,Red Leaf Lettuce,0.33
2007-12-30,Romaine Lettuce,0.29
2007-12-23,Cauliflower,0.67
2007-12-23,Celery,0.36
2007-12-23,Green Leaf Lettuce,0.26
2007-12-23,Iceberg Lettuce,0.27
2007-12-23,Oranges,0.09
2007-12-23,Potatoes,1.18
2007-12-23,Red Leaf Lettuce,0.27
2007-12-23,Romaine Lettuce,0.23
2007-12-23,Broccoli Bunches,0.49
2007-12-23,Strawberries,2.61
2007-12-23,Broccoli Crowns,0.61
2007-12-23,Tomatoes,0.98
2007-12-23,Carrots,0.26
2007-12-16,Green Leaf Lettuce,0.26
2007-12-16,Iceberg Lettuce,0.27
2007-12-16,Oranges,0.09
2007-12-16,Potatoes,1.17
2007-12-16,Red Leaf Lettuce,0.27
2007-12-16,Broccoli Bunches,0.44
2007-12-16,Romaine Lettuce,0.22
2007-12-16,Broccoli Crowns,0.53
2007-12-16,Strawberries,2.46
2007-12-16,Carrots,0.26
2007-12-16,Tomatoes,1.34
2007-12-16,Cauliflower,0.53
2007-12-16,Celery,0.34
2007-12-16,Flame Grapes,1.91
2007-12-09,Potatoes,1.17
2007-12-09,Red Leaf Lettuce,0.28
2007-12-09,Broccoli Bunches,0.45
2007-12-09,Romaine Lettuce,0.26
2007-12-09,Broccoli Crowns,0.52
2007-12-09,Strawberries,2.49
2007-12-09,Carrots,0.26
2007-12-09,Tomatoes,1.61
2007-12-09,Cauliflower,0.39
2007-12-09,Celery,0.35
2007-12-09,Flame Grapes,1.74
2007-12-09,Green Leaf Lettuce,0.27
2007-12-09,Iceberg Lettuce,0.34
2007-12-09,Oranges,0.1
2007-12-02,Carrots,0.26
2007-12-02,Tomatoes,1.26
2007-12-02,Cauliflower,0.36
2007-12-02,Celery,0.3
2007-12-02,Flame Grapes,1.56
2007-12-02,Green Leaf Lettuce,0.24
2007-12-02,Iceberg Lettuce,0.36
2007-12-02,Oranges,0.1
2007-12-02,Potatoes,1.18
2007-12-02,Red Leaf Lettuce,0.25
2007-12-02,Broccoli Bunches,0.41
2007-12-02,Romaine Lettuce,0.27
2007-12-02,Broccoli Crowns,0.48
2007-12-02,Strawberries,2.48
2007-11-25,Green Leaf Lettuce,0.23
2007-11-25,Honeydews,0.32
2007-11-25,Iceberg Lettuce,0.26
2007-11-25,Oranges,0.1
2007-11-25,Broccoli Bunches,0.28
2007-11-25,Potatoes,2.23
2007-11-25,Broccoli Crowns,0.33
2007-11-25,Red Leaf Lettuce,0.24
2007-11-25,Cantaloupe,0.56
2007-11-25,Romaine Lettuce,0.26
2007-11-25,Carrots,0.26
2007-11-25,Strawberries,2.23
2007-11-25,Cauliflower,0.24
2007-11-25,Tomatoes,1.07
2007-11-25,Celery,0.27
2007-11-25,Flame Grapes,1.46
2007-11-18,Romaine Lettuce,0.29
2007-11-18,Strawberries,1.99
2007-11-18,Tomatoes,1.1
2007-11-18,Potatoes,1.14
2007-11-18,Red Leaf Lettuce,0.22
2007-11-18,Cantaloupe,0.68
2007-11-18,Carrots,0.26
2007-11-18,Cauliflower,0.18
2007-11-18,Celery,0.34
2007-11-18,Flame Grapes,1.37
2007-11-18,Green Leaf Lettuce,0.21
2007-11-18,Honeydews,0.32
2007-11-18,Iceberg Lettuce,0.35
2007-11-18,Oranges,0.1
2007-11-18,Broccoli Bunches,0.34
2007-11-18,Broccoli Crowns,0.38
2007-11-11,Honeydews,0.33
2007-11-11,Iceberg Lettuce,0.37
2007-11-11,Oranges,0.1
2007-11-11,Broccoli Bunches,0.51
2007-11-11,Potatoes,1.1
2007-11-11,Broccoli Crowns,0.58
2007-11-11,Red Leaf Lettuce,0.23
2007-11-11,Cantaloupe,0.61
2007-11-11,Romaine Lettuce,0.38
2007-11-11,Carrots,0.26
2007-11-11,Strawberries,1.81
2007-11-11,Cauliflower,0.2
2007-11-11,Thompson Grapes,1.31
2007-11-11,Celery,0.44
2007-11-11,Tomatoes,0.97
2007-11-11,Flame Grapes,1.23
2007-11-11,Green Leaf Lettuce,0.23
2007-11-04,Carrots,0.26
2007-11-04,Strawberries,1.6
2007-11-04,Cauliflower,0.3
2007-11-04,Thompson Grapes,1.31
2007-11-04,Celery,0.47
2007-11-04,Flame Grapes,1.13
2007-11-04,Green Leaf Lettuce,0.22
2007-11-04,Honeydews,0.27
2007-11-04,Iceberg Lettuce,0.34
2007-11-04,Oranges,0.1
2007-11-04,Broccoli Bunches,0.65
2007-11-04,Potatoes,1.03
2007-11-04,Broccoli Crowns,0.81
2007-11-04,Red Leaf Lettuce,0.22
2007-11-04,Cantaloupe,0.5
2007-11-04,Romaine Lettuce,0.5
2007-10-28,Iceberg Lettuce,0.4
2007-10-28,Oranges,0.11
2007-10-28,Broccoli Bunches,0.65
2007-10-28,Potatoes,1
2007-10-28,Broccoli Crowns,0.82
2007-10-28,Red Leaf Lettuce,0.22
2007-10-28,Cantaloupe,0.52
2007-10-28,Romaine Lettuce,0.33
2007-10-28,Carrots,0.26
2007-10-28,Strawberries,1.77
2007-10-28,Cauliflower,0.43
2007-10-28,Thompson Grapes,1.01
2007-10-28,Celery,0.4
2007-10-28,Tomatoes,0.67
2007-10-28,Flame Grapes,1.07
2007-10-28,Green Leaf Lettuce,0.22
2007-10-28,Honeydews,0.36
2007-10-21,Celery,0.35
2007-10-21,Tomatoes,0.66
2007-10-21,Flame Grapes,1.03
2007-10-21,Green Leaf Lettuce,0.24
2007-10-21,Honeydews,0.48
2007-10-21,Iceberg Lettuce,0.67
2007-10-21,Oranges,0.08
2007-10-21,Broccoli Bunches,0.51
2007-10-21,Potatoes,1
2007-10-21,Broccoli Crowns,0.63
2007-10-21,Red Leaf Lettuce,0.23
2007-10-21,Cantaloupe,0.54
2007-10-21,Romaine Lettuce,0.3
2007-10-21,Carrots,0.26
2007-10-21,Strawberries,1.81
2007-10-21,Cauliflower,0.36
2007-10-21,Thompson Grapes,1.22
2007-10-14,Potatoes,0.99
2007-10-14,Broccoli Crowns,0.83
2007-10-14,Red Leaf Lettuce,0.29
2007-10-14,Cantaloupe,0.47
2007-10-14,Romaine Lettuce,0.52
2007-10-14,Carrots,0.26
2007-10-14,Strawberries,1.56
2007-10-14,Cauliflower,0.56
2007-10-14,Thompson Grapes,1.12
2007-10-14,Celery,0.38
2007-10-14,Tomatoes,0.76
2007-10-14,Flame Grapes,0.94
2007-10-14,Green Leaf Lettuce,0.33
2007-10-14,Honeydews,0.5
2007-10-14,Iceberg Lettuce,1.25
2007-10-14,Oranges,0.08
2007-10-14,Broccoli Bunches,0.68
2007-10-07,Red Leaf Lettuce,0.23
2007-10-07,Romaine Lettuce,0.36
2007-10-07,Strawberries,1.2
2007-10-07,Thompson Grapes,0.81
2007-10-07,Tomatoes,0.71
2007-10-07,Green Leaf Lettuce,0.25
2007-10-07,Honeydews,0.46
2007-10-07,Iceberg Lettuce,1.11
2007-10-07,Oranges,0.08
2007-10-07,Broccoli Bunches,0.69
2007-10-07,Potatoes,0.97
2007-10-07,Broccoli Crowns,0.82
2007-10-07,Cantaloupe,0.25
2007-10-07,Carrots,0.26
2007-10-07,Cauliflower,0.55
2007-10-07,Celery,0.31
2007-10-07,Flame Grapes,0.9
2007-09-30,Romaine Lettuce,0.27
2007-09-30,Cauliflower,0.31
2007-09-30,Strawberries,1.12
2007-09-30,Celery,0.27
2007-09-30,Thompson Grapes,0.79
2007-09-30,Flame Grapes,0.87
2007-09-30,Tomatoes,0.62
2007-09-30,Green Leaf Lettuce,0.23
2007-09-30,Honeydews,0.29
2007-09-30,Iceberg Lettuce,0.69
2007-09-30,Oranges,0.09
2007-09-30,Broccoli Bunches,0.67
2007-09-30,Peaches,0.44
2007-09-30,Broccoli Crowns,0.78
2007-09-30,Potatoes,0.97
2007-09-30,Cantaloupe,0.2
2007-09-30,Red Leaf Lettuce,0.22
2007-09-30,Carrots,0.26
2007-09-23,Cantaloupe,0.16
2007-09-23,Plums,0.69
2007-09-23,Carrots,0.25
2007-09-23,Potatoes,1.01
2007-09-23,Cauliflower,0.21
2007-09-23,Red Leaf Lettuce,0.22
2007-09-23,Celery,0.3
2007-09-23,Romaine Lettuce,0.25
2007-09-23,Flame Grapes,0.86
2007-09-23,Strawberries,1.06
2007-09-23,Green Leaf Lettuce,0.24
2007-09-23,Thompson Grapes,0.79
2007-09-23,Honeydews,0.2
2007-09-23,Tomatoes,0.45
2007-09-23,Iceberg Lettuce,0.63
2007-09-23,Avocados,0.86
2007-09-23,Nectarines,0.4
2007-09-23,Broccoli Bunches,0.64
2007-09-23,Oranges,0.1
2007-09-23,Broccoli Crowns,0.71
2007-09-23,Peaches,0.44
2007-09-16,Cantaloupe,0.15
2007-09-16,Plums,0.67
2007-09-16,Carrots,0.26
2007-09-16,Potatoes,1.03
2007-09-16,Cauliflower,0.22
2007-09-16,Red Leaf Lettuce,0.21
2007-09-16,Celery,0.38
2007-09-16,Romaine Lettuce,0.17
2007-09-16,Flame Grapes,0.85
2007-09-16,Strawberries,0.93
2007-09-16,Green Leaf Lettuce,0.26
2007-09-16,Thompson Grapes,0.79
2007-09-16,Honeydews,0.19
2007-09-16,Tomatoes,0.36
2007-09-16,Iceberg Lettuce,0.49
2007-09-16,Avocados,0.82
2007-09-16,Nectarines,0.38
2007-09-16,Broccoli Bunches,0.52
2007-09-16,Oranges,0.1
2007-09-16,Broccoli Crowns,0.65
2007-09-16,Peaches,0.44
2007-09-09,Peaches,0.41
2007-09-09,Cantaloupe,0.17
2007-09-09,Plums,0.63
2007-09-09,Carrots,0.27
2007-09-09,Potatoes,1.05
2007-09-09,Cauliflower,0.33
2007-09-09,Red Leaf Lettuce,0.25
2007-09-09,Celery,0.38
2007-09-09,Romaine Lettuce,0.18
2007-09-09,Flame Grapes,0.84
2007-09-09,Strawberries,0.99
2007-09-09,Green Leaf Lettuce,0.4
2007-09-09,Thompson Grapes,0.72
2007-09-09,Honeydews,0.24
2007-09-09,Tomatoes,0.32
2007-09-09,Iceberg Lettuce,0.54
2007-09-09,Avocados,0.82
2007-09-09,Nectarines,0.31
2007-09-09,Broccoli Bunches,0.4
2007-09-09,Oranges,0.1
2007-09-09,Broccoli Crowns,0.56
2007-09-02,Plums,0.63
2007-09-02,Potatoes,1.01
2007-09-02,Red Leaf Lettuce,0.29
2007-09-02,Romaine Lettuce,0.19
2007-09-02,Strawberries,0.96
2007-09-02,Thompson Grapes,0.69
2007-09-02,Tomatoes,0.43
2007-09-02,Broccoli Crowns,0.39
2007-09-02,Peaches,0.4
2007-09-02,Cantaloupe,0.17
2007-09-02,Carrots,0.27
2007-09-02,Cauliflower,0.27
2007-09-02,Celery,0.28
2007-09-02,Flame Grapes,0.83
2007-09-02,Green Leaf Lettuce,0.51
2007-09-02,Honeydews,0.18
2007-09-02,Iceberg Lettuce,0.56
2007-09-02,Avocados,0.78
2007-09-02,Nectarines,0.3
2007-09-02,Broccoli Bunches,0.32
2007-09-02,Oranges,0.11
2007-08-26,Broccoli Crowns,0.42
2007-08-26,Peaches,0.35
2007-08-26,Cantaloupe,0.2
2007-08-26,Plums,0.61
2007-08-26,Carrots,0.27
2007-08-26,Potatoes,1
2007-08-26,Cauliflower,0.23
2007-08-26,Red Leaf Lettuce,0.34
2007-08-26,Celery,0.23
2007-08-26,Romaine Lettuce,0.26
2007-08-26,Flame Grapes,0.73
2007-08-26,Strawberries,1.05
2007-08-26,Green Leaf Lettuce,0.59
2007-08-26,Thompson Grapes,0.69
2007-08-26,Honeydews,0.18
2007-08-26,Tomatoes,0.54
2007-08-26,Iceberg Lettuce,0.6
2007-08-26,Avocados,0.87
2007-08-26,Nectarines,0.3
2007-08-26,Broccoli Bunches,0.33
2007-08-26,Oranges,0.11
2007-08-19,Oranges,0.11
2007-08-19,Broccoli Crowns,0.74
2007-08-19,Peaches,0.35
2007-08-19,Cantaloupe,0.22
2007-08-19,Plums,0.53
2007-08-19,Carrots,0.27
2007-08-19,Potatoes,1
2007-08-19,Cauliflower,0.29
2007-08-19,Red Leaf Lettuce,0.36
2007-08-19,Celery,0.21
2007-08-19,Romaine Lettuce,0.29
2007-08-19,Flame Grapes,0.68
2007-08-19,Strawberries,1.32
2007-08-19,Green Leaf Lettuce,0.54
2007-08-19,Thompson Grapes,0.66
2007-08-19,Honeydews,0.19
2007-08-19,Tomatoes,0.43
2007-08-19,Iceberg Lettuce,0.52
2007-08-19,Avocados,0.94
2007-08-19,Nectarines,0.3
2007-08-19,Broccoli Bunches,0.54
2007-08-12,Broccoli Bunches,0.54
2007-08-12,Oranges,0.12
2007-08-12,Broccoli Crowns,0.79
2007-08-12,Peaches,0.32
2007-08-12,Cantaloupe,0.21
2007-08-12,Plums,0.42
2007-08-12,Carrots,0.27
2007-08-12,Potatoes,1.02
2007-08-12,Cauliflower,0.31
2007-08-12,Red Leaf Lettuce,0.29
2007-08-12,Celery,0.22
2007-08-12,Romaine Lettuce,0.26
2007-08-12,Flame Grapes,0.68
2007-08-12,Strawberries,1.24
2007-08-12,Green Leaf Lettuce,0.35
2007-08-12,Thompson Grapes,0.66
2007-08-12,Honeydews,0.2
2007-08-12,Tomatoes,0.4
2007-08-12,Iceberg Lettuce,0.4
2007-08-12,Avocados,0.94
2007-08-12,Nectarines,0.31
2007-08-05,Broccoli Bunches,0.35
2007-08-05,Oranges,0.13
2007-08-05,Broccoli Crowns,0.52
2007-08-05,Peaches,0.37
2007-08-05,Cantaloupe,0.13
2007-08-05,Plums,0.43
2007-08-05,Carrots,0.29
2007-08-05,Potatoes,0.99
2007-08-05,Cauliflower,0.23
2007-08-05,Red Leaf Lettuce,0.21
2007-08-05,Celery,0.2
2007-08-05,Romaine Lettuce,0.18
2007-08-05,Flame Grapes,0.68
2007-08-05,Strawberries,1.04
2007-08-05,Green Leaf Lettuce,0.22
2007-08-05,Thompson Grapes,0.68
2007-08-05,Honeydews,0.2
2007-08-05,Tomatoes,0.42
2007-08-05,Iceberg Lettuce,0.34
2007-08-05,Avocados,0.85
2007-08-05,Nectarines,0.34
2007-07-29,Thompson Grapes,0.69
2007-07-29,Tomatoes,0.45
2007-07-29,Nectarines,0.34
2007-07-29,Broccoli Bunches,0.34
2007-07-29,Oranges,0.13
2007-07-29,Broccoli Crowns,0.43
2007-07-29,Peaches,0.38
2007-07-29,Cantaloupe,0.13
2007-07-29,Plums,0.46
2007-07-29,Carrots,0.3
2007-07-29,Potatoes,0.97
2007-07-29,Cauliflower,0.2
2007-07-29,Red Leaf Lettuce,0.19
2007-07-29,Celery,0.2
2007-07-29,Romaine Lettuce,0.15
2007-07-29,Flame Grapes,0.68
2007-07-29,Strawberries,0.81
2007-07-29,Green Leaf Lettuce,0.19
2007-07-29,Honeydews,0.21
2007-07-29,Iceberg Lettuce,0.34
2007-07-29,Avocados,0.73
2007-07-22,Avocados,0.71
2007-07-22,Nectarines,0.33
2007-07-22,Broccoli Bunches,0.32
2007-07-22,Oranges,0.13
2007-07-22,Broccoli Crowns,0.4
2007-07-22,Peaches,0.38
2007-07-22,Cantaloupe,0.16
2007-07-22,Plums,0.46
2007-07-22,Carrots,0.32
2007-07-22,Potatoes,1
2007-07-22,Cauliflower,0.21
2007-07-22,Red Leaf Lettuce,0.18
2007-07-22,Celery,0.22
2007-07-22,Romaine Lettuce,0.15
2007-07-22,Flame Grapes,0.68
2007-07-22,Strawberries,0.68
2007-07-22,Green Leaf Lettuce,0.18
2007-07-22,Thompson Grapes,0.7
2007-07-22,Honeydews,0.2
2007-07-22,Tomatoes,0.56
2007-07-22,Iceberg Lettuce,0.38
2007-07-15,Avocados,0.71
2007-07-15,Nectarines,0.34
2007-07-15,Broccoli Bunches,0.28
2007-07-15,Oranges,0.13
2007-07-15,Broccoli Crowns,0.32
2007-07-15,Peaches,0.44
2007-07-15,Cantaloupe,0.17
2007-07-15,Plums,0.54
2007-07-15,Carrots,0.32
2007-07-15,Potatoes,1.05
2007-07-15,Cauliflower,0.2
2007-07-15,Red Leaf Lettuce,0.18
2007-07-15,Celery,0.23
2007-07-15,Romaine Lettuce,0.15
2007-07-15,Flame Grapes,0.68
2007-07-15,Strawberries,0.69
2007-07-15,Green Leaf Lettuce,0.18
2007-07-15,Thompson Grapes,0.71
2007-07-15,Honeydews,0.19
2007-07-15,Tomatoes,0.67
2007-07-15,Iceberg Lettuce,0.34
2007-07-08,Honeydews,0.16
2007-07-08,Iceberg Lettuce,0.35
2007-07-08,Avocados,0.74
2007-07-08,Nectarines,0.34
2007-07-08,Broccoli Bunches,0.27
2007-07-08,Oranges,0.13
2007-07-08,Broccoli Crowns,0.29
2007-07-08,Peaches,0.42
2007-07-08,Cantaloupe,0.13
2007-07-08,Plums,0.52
2007-07-08,Carrots,0.32
2007-07-08,Potatoes,1.05
2007-07-08,Cauliflower,0.2
2007-07-08,Red Leaf Lettuce,0.19
2007-07-08,Celery,0.25
2007-07-08,Romaine Lettuce,0.15
2007-07-08,Flame Grapes,0.68
2007-07-08,Strawberries,0.76
2007-07-08,Green Leaf Lettuce,0.18
2007-07-08,Tomatoes,0.65
2007-07-01,Green Leaf Lettuce,0.18
2007-07-01,Thompson Grapes,0.54
2007-07-01,Honeydews,0.15
2007-07-01,Iceberg Lettuce,0.29
2007-07-01,Nectarines,0.34
2007-07-01,Broccoli Bunches,0.25
2007-07-01,Oranges,0.14
2007-07-01,Broccoli Crowns,0.28
2007-07-01,Peaches,0.43
2007-07-01,Cantaloupe,0.13
2007-07-01,Plums,0.53
2007-07-01,Carrots,0.31
2007-07-01,Potatoes,1.03
2007-07-01,Cauliflower,0.22
2007-07-01,Red Leaf Lettuce,0.18
2007-07-01,Celery,0.23
2007-07-01,Romaine Lettuce,0.15
2007-07-01,Flame Grapes,0.46
2007-07-01,Strawberries,0.91
2007-07-01,Asparagus,2.97
2007-07-01,Avocados,0.76
2007-06-24,Strawberries,1.05
2007-06-24,Green Leaf Lettuce,0.18
2007-06-24,Thompson Grapes,0.72
2007-06-24,Honeydews,0.17
2007-06-24,Asparagus,2.35
2007-06-24,Iceberg Lettuce,0.3
2007-06-24,Avocados,0.76
2007-06-24,Nectarines,0.3
2007-06-24,Broccoli Bunches,0.25
2007-06-24,Oranges,0.14
2007-06-24,Broccoli Crowns,0.27
2007-06-24,Peaches,0.44
2007-06-24,Cantaloupe,0.13
2007-06-24,Plums,0.57
2007-06-24,Carrots,0.31
2007-06-24,Potatoes,1.01
2007-06-24,Cauliflower,0.29
2007-06-24,Red Leaf Lettuce,0.18
2007-06-24,Celery,0.22
2007-06-24,Romaine Lettuce,0.15
2007-06-24,Flame Grapes,0.63
2007-06-17,Flame Grapes,0.61
2007-06-17,Strawberries,0.96
2007-06-17,Green Leaf Lettuce,0.18
2007-06-17,Thompson Grapes,0.69
2007-06-17,Honeydews,0.19
2007-06-17,Asparagus,1.87
2007-06-17,Iceberg Lettuce,0.36
2007-06-17,Avocados,0.72
2007-06-17,Nectarines,0.36
2007-06-17,Broccoli Bunches,0.25
